carries,rushing_yards,rushing_tds,rushing_first_downs,receptions,targets,receiving_yards,receiving_yards_after_catch,receiving_first_downs,target_share,wopr_x,fantasy_points_ppr,tgt_sh,yac_sh,wopr_y,ry_sh,yptmpa,ppr_sh,player_id,player_name,season,team
222,839.0,9,42.0,21,27,174.0,164.0,6.0,0.7509256020553391,1.1225040864945113,176.3,0.0504672897196261,0.0975609756097561,0.0753244639912039,0.0437185929648241,0.3252336448598131,0.1361600247142416,00-0031301,Jeremy Hill,2016,CIN
37,116.0,0,5.0,4,4,16.0,30.0,1.0,0.1385356949316905,0.1558200949089512,17.200000000000003,0.018348623853211,0.0362756952841596,0.0211592994161801,0.0099812850904553,0.073394495412844,0.0339571981363026,00-0031301,Jeremy Hill,2017,CIN
4,25.0,0,1.0,1,1,6.0,5.0,0.0,0.0256410256410256,0.0406490384615384,4.1,0.0256410256410256,0.053763440860215,0.0409615384615384,0.0216606498194945,0.1538461538461538,0.0398135560302971,00-0031301,Jeremy Hill,2018,NE
14,58.0,0,2.0,3,3,33.0,39.0,2.0,0.081081081081081,0.1115063099882834,12.1,0.0184049079754601,0.0772277227722772,0.0247586972747628,0.0258418167580266,0.2024539877300613,0.02417196052579,00-0031332,Fitzgerald Toussaint,2016,PIT
6,25.0,0,1.0,2,3,9.0,12.0,1.0,0.1111111111111111,0.137227414330218,5.4,0.0526315789473684,0.0508474576271186,0.0633966124815277,0.0173076923076923,0.1578947368421052,0.028051948051948,00-0031332,Fitzgerald Toussaint,2017,PIT
193,774.0,5,35.0,34,45,236.0,234.0,11.0,1.118928178169872,1.7787801807322854,171.0,0.0662739322533137,0.1119617224880382,0.1057575862022632,0.0543403177527055,0.3475699558173785,0.1191371958866315,00-0031375,Terrance West,2016,BAL
39,138.0,2,11.0,2,4,23.0,21.0,2.0,0.1564666270548623,0.273687496460027,28.1,0.0261437908496732,0.0538461538461538,0.0440592786054886,0.0267753201396973,0.1503267973856209,0.0827785306074353,00-0031375,Terrance West,2017,BAL
159,539.0,2,21.0,43,53,255.0,271.0,16.0,1.4039331659409175,2.1064033688280195,148.4,0.0961887477313974,0.1400516795865633,0.1456212871950889,0.0655358519660755,0.4627949183303085,0.1149906240798425,00-0031376,Jerick McKinnon,2016,MIN
150,570.0,3,23.0,51,68,421.0,450.0,20.0,2.06873505371014,3.2070963915594675,178.1,0.1290322580645161,0.2273875694795351,0.1965438938366643,0.1071519470603206,0.7988614800759013,0.1253554435654157,00-0031376,Jerick McKinnon,2017,MIN
81,319.0,5,16.0,33,46,253.0,178.0,12.0,1.3613639535447282,2.5010805382697963,126.2,0.0946502057613168,0.087555336940482,0.1803871276632126,0.0675747863247863,0.5205761316872428,0.0980072379354798,00-0031376,Jerick McKinnon,2020,SF
12,62.0,0,2.0,13,20,107.0,134.0,7.0,0.4608850931677019,0.6572882802092611,35.9,0.0634920634920634,0.1106523534269199,0.092175568653663,0.0495829471733086,0.3396825396825397,0.0498251262976739,00-0031376,Jerick McKinnon,2021,KC
72,291.0,1,12.0,56,71,512.0,541.0,28.0,1.8973212533296224,2.9641629525484445,196.3,0.1090629800307219,0.1911660777385159,0.1717438758185787,0.0975238095238095,0.7864823348694316,0.1055944055944056,00-0031376,Jerick McKinnon,2022,KC
21,60.0,1,7.0,25,32,192.0,219.0,10.0,0.8647891639270949,1.3414437083275816,84.36,0.0689655172413793,0.117426273458445,0.1054748749754318,0.0594427244582043,0.4137931034482758,0.0765586713857881,00-0031376,Jerick McKinnon,2023,KC
51,149.0,1,6.0,24,32,190.0,175.0,9.0,0.8408627427783775,1.41975462610365,67.9,0.1172161172161172,0.2976190476190476,0.1968170836255942,0.1046255506607929,0.6959706959706959,0.1169197919895306,00-0031390,Charles Sims,2016,TB
21,95.0,0,6.0,35,47,249.0,206.0,12.0,1.2569516005601593,2.1335868308769443,73.4,0.0828924162257495,0.1306277742549144,0.1458253684037777,0.0566295201273595,0.4391534391534391,0.0529169189952994,00-0031390,Charles Sims,2017,TB
62,200.0,4,12.0,19,27,142.0,130.0,7.0,0.8781523112373605,1.3789875380610817,73.2,0.0666666666666666,0.1195952161913523,0.1081904274379319,0.0472074468085106,0.3506172839506173,0.0763597671653001,00-0031569,Jeremy Langford,2016,CHI
9,25.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.019154152620288,00-0031569,Jeremy Langford,2018,ATL
9,34.0,0,0.0,3,4,15.0,22.0,2.0,0.0812765957446808,0.1070864912501573,7.9,0.0285714285714285,0.0565552699228791,0.0369809623744566,0.0186567164179104,0.1071428571428571,0.0258795780646006,00-0031577,Javorius Allen,2016,BAL
153,591.0,4,38.0,46,60,250.0,218.0,16.0,1.730786334446076,2.7207992082769814,166.10000000000002,0.1058201058201058,0.1447543160690571,0.1685167282252133,0.0772797527047913,0.4409171075837742,0.1310453648915187,00-0031577,Javorius Allen,2017,BAL
41,110.0,3,10.0,35,43,196.0,177.0,11.0,1.0007853298816556,1.6025263359293225,93.6,0.0988505747126436,0.1487394957983193,0.1609538099604508,0.0680555555555555,0.4505747126436781,0.0929493545183714,00-0031577,Javorius Allen,2018,BAL
10,36.0,1,3.0,1,2,9.0,4.0,0.0,0.0425531914893617,0.0786090578674398,11.5,0.0176991150442477,0.0147058823529411,0.0346369078604893,0.0109090909090909,0.079646017699115,0.0425925925925925,00-0031577,Javorius Allen,2019,NYG
260,1272.0,8,60.0,27,35,151.0,132.0,8.0,1.1168928995326826,1.830883431857433,215.3,0.078125,0.0794223826714801,0.1279528490328007,0.0427762039660056,0.3370535714285714,0.165845016176244,00-0031590,Jay Ajayi,2016,MIA
208,873.0,1,39.0,24,34,158.0,176.0,8.0,0.9247539424010012,1.3411016491690722,135.1,0.0661478599221789,0.1529105125977411,0.0950953041241296,0.0511326860841424,0.3073929961089494,0.1143752116491703,00-0031590,Jay Ajayi,2017,PHI
45,184.0,3,11.0,5,6,20.0,30.0,1.0,0.1325265957446808,0.1973207578145521,43.4,0.0357142857142857,0.0597609561752988,0.0535714285714285,0.0177777777777777,0.119047619047619,0.1153641679957469,00-0031590,Jay Ajayi,2018,PHI
10,30.0,0,3.0,0,1,0.0,0.0,0.0,0.02,0.0322292993630573,3.0,0.0070921985815602,0.0,0.011370228338946,0.0,0.0,0.0097930404126134,00-0031590,Jay Ajayi,2019,PHI
0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.0285714285714285,0.0428571428571428,0.0,0.0277777777777777,0.0,0.0416666666666666,0.0,0.0,0.0,00-0031595,Michael Burton,2016,DET
4,9.0,0,2.0,2,4,8.0,9.0,0.0,0.1813750862663906,0.2693067238877749,3.7,0.0184331797235023,0.0131386861313868,0.0270679514034352,0.0056980056980056,0.0368663594470046,0.0068447535888708,00-0031595,Michael Burton,2017,CHI
0,0.0,0,0.0,1,1,6.0,6.0,1.0,0.0303030303030303,0.0454545454545454,1.6,0.0285714285714285,0.0697674418604651,0.0428571428571428,0.0350877192982456,0.1714285714285714,0.0246761258482418,00-0031595,Michael Burton,2018,CHI
0,0.0,0,0.0,0,1,0.0,0.0,0.0,0.03125,0.0403022300469483,0.0,0.0285714285714285,0.0,0.0366314619232907,0.0,0.0,0.0,00-0031595,Michael Burton,2019,WAS
7,18.0,0,6.0,4,4,28.0,22.0,1.0,0.1354290807231983,0.2203226494139712,8.6,0.0189573459715639,0.0285714285714285,0.0317236901902226,0.0166073546856465,0.1327014218009478,0.0130631588540875,00-0031595,Michael Burton,2020,NO
8,26.0,1,8.0,3,3,31.0,36.0,2.0,0.0777777777777777,0.1037879516527203,14.7,0.0094936708860759,0.026865671641791,0.0125051484115434,0.0119276644863409,0.0981012658227848,0.0151038776894149,00-0031595,Michael Burton,2021,KC
5,7.0,0,2.0,2,3,11.0,8.0,0.0,0.0741122255353754,0.0952053776997483,3.8,0.01171875,0.0072992700729927,0.0166746806182947,0.0056008146639511,0.04296875,0.0060803891449052,00-0031595,Michael Burton,2022,KC
7,9.0,0,4.0,3,3,8.0,6.0,2.0,0.0931547619047619,0.1475352797109126,6.7,0.0122950819672131,0.0066225165562913,0.0193394839373667,0.0049443757725587,0.0327868852459016,0.010639649367973,00-0031595,Michael Burton,2023,DEN
36,144.0,2,5.0,1,1,11.0,15.0,1.0,0.0277777777777777,0.0343939393939393,28.5,0.0089285714285714,0.0384615384615384,0.0103510320478001,0.0125,0.0982142857142857,0.1091117917304747,00-0031599,Cameron Artis-Payne,2016,CAR
18,95.0,1,5.0,1,1,2.0,6.0,0.0,0.0333333333333333,0.0417888563049853,16.700000000000003,0.0065359477124183,0.0145278450363196,0.0076648841354723,0.0022396416573348,0.0130718954248366,0.043635033444816,00-0031599,Cameron Artis-Payne,2017,CAR
19,69.0,1,8.0,3,4,15.0,15.0,1.0,0.103030303030303,0.1463869463869463,17.400000000000002,0.0238095238095238,0.0249584026622296,0.0326349939513911,0.0121457489878542,0.0892857142857142,0.0443538108590364,00-0031599,Cameron Artis-Payne,2018,CAR
34,150.0,2,10.0,9,10,46.0,29.0,2.0,0.2690389435126277,0.4723993865748474,46.6,0.0249376558603491,0.0207439198855507,0.0441020820546278,0.0161403508771929,0.1147132169576059,0.0442755344418052,00-0031612,Aaron Ripkowski,2016,GB
5,13.0,0,0.0,7,10,39.0,22.0,1.0,0.3102568249675147,0.5257707257361457,12.2,0.026595744680851,0.0179299103504482,0.0460093796714404,0.0166809238665526,0.1037234042553191,0.0137616748635112,00-0031612,Aaron Ripkowski,2017,GB
88,334.0,4,22.0,18,23,196.0,205.0,9.0,0.6516265526520322,0.8620658887937479,93.0,0.0567901234567901,0.1431564245810055,0.0803963591126876,0.0688927943760984,0.4839506172839506,0.1006602446152181,00-0031665,Zach Zenner,2016,DET
14,26.0,1,2.0,0,1,0.0,0.0,0.0,0.0196078431372549,0.0514397367338543,8.6,0.0036231884057971,0.0,0.0089798343073662,0.0,0.0,0.0139987629000227,00-0031665,Zach Zenner,2017,DET
55,265.0,3,14.0,7,10,56.0,65.0,3.0,0.3019188019188019,0.4351821367977607,57.1,0.0413223140495867,0.08125,0.0619834710743801,0.0373582388258839,0.2314049586776859,0.108336811748188,00-0031665,Zach Zenner,2018,DET
3,-2.0,0,0.0,2,3,19.0,19.0,2.0,0.0868055555555555,0.143444200779727,3.7,0.03125,0.0464547677261613,0.0527660162002945,0.0256064690026954,0.1979166666666666,0.0142702869484726,00-0031665,Zach Zenner,2019,MIA
31,151.0,0,6.0,1,2,11.0,9.0,1.0,0.0608294930875576,0.098007524655491,17.200000000000003,0.0128205128205128,0.0141287284144427,0.0203473079607064,0.0076495132127955,0.0705128205128205,0.0326301411443314,00-0031682,Terron Ward,2016,ATL
30,129.0,0,7.0,3,3,14.0,21.0,1.0,0.0997821350762527,0.1320034462240297,15.3,0.024390243902439,0.0603448275862069,0.0316252241353237,0.0141414141414141,0.1138211382113821,0.0406266595857673,00-0031682,Terron Ward,2017,ATL
1,6.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.6000000000000001,0.0,0.0,0.0,0.0,0.0,0.0084151472650771,00-0031687,Raheem Mostert,2016,SF
6,30.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0000000000000002,0.0,0.0,0.0,0.0,0.0,0.0032220646990591,00-0031687,Raheem Mostert,2017,SF
34,261.0,1,13.0,6,7,25.0,44.0,1.0,0.237037037037037,0.3444989747102513,38.6,0.0380434782608695,0.050632911392405,0.0546555788370874,0.0170415814587593,0.1358695652173913,0.0739491934556879,00-0031687,Raheem Mostert,2018,SF
137,772.0,8,31.0,14,22,180.0,155.0,6.0,0.812878224083657,1.3861160728727084,167.2,0.0481400437636761,0.0729411764705882,0.0844591299531018,0.0464156781846312,0.3938730853391685,0.1141515101862472,00-0031687,Raheem Mostert,2019,SF
104,521.0,2,22.0,16,19,156.0,136.0,5.0,0.553912005750241,0.8738824777042082,99.7,0.0655172413793103,0.1171403962101636,0.1068411725614708,0.0762090864680019,0.5379310344827586,0.1367664407802683,00-0031687,Raheem Mostert,2020,SF
2,20.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0192752505782575,00-0031687,Raheem Mostert,2021,SF
181,891.0,3,44.0,31,42,202.0,179.0,11.0,1.28363979571784,2.032874080731349,168.3,0.0773480662983425,0.1048009367681498,0.1239314712291821,0.0452914798206278,0.3720073664825046,0.1157974404843814,00-0031687,Raheem Mostert,2022,MIA
209,1012.0,18,59.0,25,32,175.0,213.0,6.0,1.0387514556099748,1.449438593607787,267.7,0.0638722554890219,0.1030478955007256,0.0915257279872802,0.0408115671641791,0.3493013972055888,0.1730535515734491,00-0031687,Raheem Mostert,2023,MIA
3,8.0,0,3.0,1,1,3.0,1.0,0.0,0.0344827586206896,0.0585534062237174,2.1,0.0072463768115942,0.0022321428571428,0.0123676925582152,0.0030895983522142,0.0217391304347826,0.0073673870333988,00-0031706,Paul Lasike,2016,CHI
32,164.0,1,6.0,4,7,35.0,32.0,2.0,0.1756403184974613,0.2603546392915027,35.900000000000006,0.0338164251207729,0.0430686406460296,0.0502265056761781,0.0247699929228591,0.1690821256038647,0.0815501340238971,00-0031731,Corey Grant,2016,JAX
30,248.0,2,10.0,3,4,41.0,35.0,2.0,0.1703703703703703,0.2542935770799548,43.900000000000006,0.0153256704980842,0.0351053159478435,0.0233740479158011,0.0216931216931216,0.1570881226053639,0.0612529649783731,00-0031731,Corey Grant,2017,JAX
13,40.0,0,1.0,9,12,67.0,80.0,5.0,0.2968618069237264,0.430541107821487,19.700000000000003,0.0568720379146919,0.1021711366538952,0.0853080568720379,0.0439344262295081,0.3175355450236967,0.0421841541755888,00-0031731,Corey Grant,2018,JAX
20,109.0,0,4.0,3,4,29.0,37.0,1.0,0.1430395913154533,0.1760754766626444,16.8,0.0197044334975369,0.0778947368421052,0.0249483553154298,0.0237899917965545,0.1428571428571428,0.0404371058585664,00-0031743,Akeem Hunt,2016,HOU
8,23.0,0,1.0,4,7,31.0,45.0,1.0,0.2010912698412698,0.2820849744692483,9.4,0.0276679841897233,0.0499445061043285,0.0383966875897766,0.0158163265306122,0.1225296442687747,0.0153469387755102,00-0031743,Akeem Hunt,2017,KC
1,1.0,0,0.0,1,3,4.0,4.0,0.0,0.0869218500797448,0.1252545699914121,1.5,0.0416666666666666,0.0181818181818181,0.0601047904191616,0.0085836909871244,0.0555555555555555,0.0089852641667665,00-0031746,George Farmer,2016,SEA
3,12.0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002,0.0,0.0,0.0,0.0,0.0,0.0113400113400113,00-0031768,Terrence Magee,2016,SEA
9,28.0,1,2.0,1,1,5.0,0.0,0.0,0.0232558139534883,0.0459247303939549,10.3,0.0232558139534883,0.0,0.047502017460201,0.0204081632653061,0.1162790697674418,0.1043566362715299,00-0031793,Terrell Watson,2016,PHI
5,8.0,0,3.0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0018954650997488,00-0031793,Terrell Watson,2017,PIT
18,39.0,0,1.0,3,3,46.0,42.0,2.0,0.0894009216589861,0.1436755390020687,9.5,0.0110294117647058,0.0517879161528976,0.0183328264229112,0.0297542043984476,0.1691176470588235,0.019910298864065,00-0031806,Malcolm Brown,2016,LA
63,246.0,1,10.0,9,11,53.0,59.0,3.0,0.3296138008669978,0.4602068475411209,50.900000000000006,0.0323529411764705,0.0430971512052593,0.0458716044557357,0.0206145468689225,0.1558823529411764,0.0525859040849639,00-0031806,Malcolm Brown,2017,LA
43,212.0,0,10.0,5,7,52.0,39.0,2.0,0.2166736489317134,0.3671697437811982,39.400000000000006,0.02,0.0299079754601227,0.0345569620253164,0.0174496644295302,0.1485714285714285,0.0363468634686346,00-0031806,Malcolm Brown,2018,LA
69,255.0,5,16.0,2,6,16.0,7.0,0.0,0.1494944998116485,0.2266947269094554,59.1,0.0117416829745596,0.0040206777713957,0.0176125244618395,0.004304546677428,0.0313111545988258,0.0497357525162419,00-0031806,Malcolm Brown,2019,LA
101,419.0,5,28.0,23,33,162.0,178.0,9.0,0.979848098002408,1.4079291306589847,109.1,0.0559322033898305,0.0792873051224944,0.0828823030527416,0.0387281855127898,0.2745762711864407,0.0750849953889141,00-0031806,Malcolm Brown,2020,LA
33,125.0,1,6.0,3,5,10.0,8.0,0.0,0.1221631205673758,0.1780726896333188,22.5,0.0210084033613445,0.0141093474426807,0.0305807471503452,0.0069300069300069,0.042016806722689,0.0440123625836234,00-0031806,Malcolm Brown,2021,MIA
18,81.0,1,3.0,5,6,37.0,37.0,2.0,0.2152574181037179,0.30005265940513,22.8,0.0306122448979591,0.0549777117384844,0.0446122448979591,0.0282874617737003,0.1887755102040816,0.046217465336901,00-0031806,Malcolm Brown,2022,LA
109,349.0,3,21.0,13,17,96.0,82.0,4.0,0.5018787526054908,0.7750172582717291,75.5,0.0515151515151515,0.0839303991811668,0.0802497232131873,0.0402684563758389,0.2909090909090909,0.0966882667827779,00-0031897,Thomas Rawls,2016,SEA
58,157.0,0,6.0,9,13,94.0,79.0,4.0,0.384752173776564,0.62739191481695,32.1,0.0412698412698412,0.083864118895966,0.0694392388640622,0.04162976085031,0.2984126984126984,0.0405702585880033,00-0031897,Thomas Rawls,2017,SEA
0,0.0,0,0.0,1,1,4.0,7.0,0.0,0.0416666666666666,0.0485,1.4,0.0416666666666666,0.0673076923076923,0.0465,0.0176211453744493,0.1666666666666666,0.0149285561953508,00-0031900,Rod Smith,2016,DAL
55,232.0,4,15.0,19,23,202.0,176.0,9.0,0.7933194692018222,1.344111153442654,92.4,0.073015873015873,0.2058479532163742,0.1249526154327139,0.0984405458089668,0.6412698412698413,0.1173065204143814,00-0031900,Rod Smith,2017,DAL
44,127.0,1,10.0,9,12,60.0,57.0,1.0,0.3354509803129359,0.4875021755773462,33.7,0.0277136258660508,0.0341317365269461,0.0403231672056867,0.0182704019488428,0.138568129330254,0.0291683977288464,00-0031900,Rod Smith,2018,DAL
99,460.0,3,28.0,8,8,73.0,57.0,4.0,0.2284820691797436,0.3877617812837983,75.3,0.0300751879699248,0.0656682027649769,0.0509628733625654,0.0360138135175135,0.2744360902255639,0.1142675043248657,00-0031939,Matt Jones,2016,WAS
5,14.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0094441446303291,00-0031939,Matt Jones,2017,IND
0,0.0,0,0.0,1,1,3.0,1.0,0.0,0.0227272727272727,0.042732884399551,1.3,0.0227272727272727,0.0047619047619047,0.0439674523007856,0.0105263157894736,0.0681818181818181,0.0127952755905511,00-0031959,Marcus Murphy,2016,NO
7,41.0,0,2.0,2,2,7.0,10.0,1.0,0.074074074074074,0.1008169934640522,6.800000000000001,0.074074074074074,0.1098901098901098,0.0993464052287581,0.034313725490196,0.2592592592592592,0.0892857142857143,00-0031959,Marcus Murphy,2017,BUF
52,250.0,0,7.0,11,19,26.0,37.0,2.0,0.5714307441014717,0.907351086652192,38.6,0.0657439446366782,0.0508241758241758,0.1057514229584478,0.0147727272727272,0.0899653979238754,0.0618094475580464,00-0031959,Marcus Murphy,2018,BUF
8,82.0,1,1.0,1,1,-2.0,1.0,0.0,0.0384615384615384,0.0513860013860013,15.0,0.0344827586206896,0.0093457943925233,0.0448473471000889,-0.0074074074074074,-0.0689655172413793,0.1356238698010849,00-0032048,Mack Brown,2016,WAS
8,29.0,0,1.0,1,1,11.0,9.0,1.0,0.0277777777777777,0.0467208182912154,5.0,0.0149253731343283,0.0188679245283018,0.0258815094831519,0.0158273381294964,0.1641791044776119,0.0229042601923957,00-0032048,Mack Brown,2017,MIN
118,520.0,8,24.0,31,40,421.0,359.0,16.0,1.2274931861299063,2.100218176082317,191.1,0.0919540229885057,0.1864935064935065,0.1608322180775838,0.1036690470327505,0.967816091954023,0.1333621784582746,00-0032058,Tevin Coleman,2016,ATL
156,628.0,5,27.0,27,39,299.0,218.0,13.0,1.189183919305623,2.1736333910127827,167.70000000000002,0.0781563126252505,0.1235127478753541,0.1486880748691271,0.0760040671072699,0.5991983967935872,0.1316988125903122,00-0032058,Tevin Coleman,2017,ATL
167,800.0,4,36.0,32,44,276.0,275.0,15.0,1.1950881915680456,1.8392514175322243,193.6,0.0713128038897893,0.1282051282051282,0.1101570616221602,0.0557688421903414,0.4473257698541329,0.1153644467750393,00-0032058,Tevin Coleman,2018,ATL
137,544.0,6,26.0,21,30,180.0,204.0,9.0,1.0680781701155215,1.461557141784368,135.4,0.0714285714285714,0.1084529505582137,0.0978960264195163,0.0523255813953488,0.4285714285714285,0.1050100822087792,00-0032058,Tevin Coleman,2019,SF
28,53.0,0,3.0,4,5,34.0,21.0,2.0,0.1841931216931217,0.3312485723014002,12.7,0.024390243902439,0.0275590551181102,0.0440673802421477,0.02125,0.1658536585365853,0.02099173553719,00-0032058,Tevin Coleman,2020,SF
84,356.0,0,19.0,11,16,49.0,88.0,2.0,0.526666934089893,0.7659512531123355,51.5,0.0457142857142857,0.0806599450045829,0.0616852010265183,0.0215289982425307,0.14,0.0654766445444605,00-0032058,Tevin Coleman,2021,NYJ
12,26.0,1,2.0,3,3,44.0,20.0,2.0,0.1,0.2230434782608695,22.0,0.0422535211267605,0.0549450549450549,0.0990018030259479,0.0801457194899817,0.6197183098591549,0.116921768707483,00-0032058,Tevin Coleman,2022,SF
19,50.0,1,4.0,3,5,25.0,15.0,1.0,0.1605616605616605,0.2722498334998335,14.5,0.0245098039215686,0.0228658536585365,0.0430335425309364,0.0191864927091327,0.1225490196078431,0.0311412740002577,00-0032063,Mike Davis,2016,SF
68,240.0,0,12.0,15,18,131.0,168.0,6.0,0.6983305966064586,0.941581556542664,52.1,0.0972972972972973,0.2818791946308724,0.1282425966636493,0.1084437086092715,0.7081081081081081,0.1098183044559673,00-0032063,Mike Davis,2017,SEA
112,514.0,4,25.0,34,42,214.0,235.0,10.0,1.6418414073588228,2.463981543604079,136.8,0.1065989847715736,0.1913680781758957,0.1610426419170858,0.0679365079365079,0.5431472081218274,0.1013633669235329,00-0032063,Mike Davis,2018,SEA
13,27.0,0,0.0,7,8,22.0,27.0,1.0,0.1893939393939394,0.2975776914997168,11.9,0.0427807486631016,0.0502793296089385,0.0675207391844639,0.0194518125552608,0.1176470588235294,0.0332829893158807,00-0032063,Mike Davis,2019,CAR
165,642.0,6,38.0,59,70,373.0,422.0,17.0,2.139584625614037,3.057288043942083,206.5,0.1461377870563674,0.2278617710583153,0.2098457444909418,0.1039286709389802,0.778705636743215,0.171289691097913,00-0032063,Mike Davis,2020,CAR
138,503.0,3,21.0,44,58,259.0,306.0,12.0,1.7954733587798104,2.5246427879422284,138.2,0.1012216404886562,0.1766743648960739,0.141791427665159,0.0649611236518685,0.4520069808027923,0.1066127688462369,00-0032063,Mike Davis,2021,ATL
8,18.0,0,1.0,2,2,4.0,11.0,0.0,0.0767045454545454,0.0867725637781608,4.2,0.0136986301369863,0.0244988864142538,0.0163657196640306,0.0038204393505253,0.0273972602739726,0.010214504596527,00-0032063,Mike Davis,2022,BAL
1,2.0,0,0.0,5,7,44.0,53.0,2.0,0.222642213474132,0.3168001393325349,7.6,0.0402298850574712,0.1023166023166023,0.0597022573050823,0.0391807658058771,0.2528735632183908,0.0202063171328299,00-0032068,Malcolm Johnson,2016,SEA
18,101.0,0,6.0,5,5,57.0,54.0,4.0,0.1351351351351351,0.2136974671006084,26.8,0.0632911392405063,0.1551724137931034,0.0991251905361521,0.095,0.7215189873417721,0.1262364578426754,00-0032104,Ameer Abdullah,2016,DET
165,552.0,4,24.0,25,35,162.0,146.0,13.0,0.9993942788655868,1.6325259878293732,124.4,0.0711382113821138,0.0818385650224215,0.1173874178288382,0.0429366551815531,0.3292682926829268,0.1001432918484648,00-0032104,Ameer Abdullah,2017,DET
1,1.0,0,0.0,3,4,28.0,28.0,1.0,0.1203448203448203,0.2134834416926021,5.9,0.0273972602739726,0.0527306967984934,0.0537470532016565,0.0247568523430592,0.1917808219178082,0.0150571661902817,00-0032104,Ameer Abdullah,2018,MIN
23,115.0,0,4.0,15,21,88.0,79.0,5.0,0.7710335951715263,1.1422664205905395,41.3,0.0684039087947882,0.0712353471596032,0.1058302250372339,0.038647342995169,0.2866449511400651,0.0479630231801923,00-0032104,Ameer Abdullah,2019,MIN
8,42.0,0,4.0,8,9,58.0,63.0,4.0,0.2659774436090225,0.3840970480927422,30.0,0.0414746543778801,0.0701559020044543,0.0596883222608265,0.0324203465623253,0.2672811059907834,0.0441592086669806,00-0032104,Ameer Abdullah,2020,MIN
51,166.0,0,8.0,38,53,289.0,294.0,13.0,1.5943796204898797,2.4401193141619237,89.5,0.1003787878787878,0.1863117870722433,0.1602692534481874,0.0885959534028203,0.5473484848484849,0.0780650338427185,00-0032104,Ameer Abdullah,2021,CAR
4,20.0,0,2.0,25,32,211.0,195.0,8.0,0.9696689830203762,1.6464492375776822,54.1,0.0722347629796839,0.1433823529411764,0.1272107052635706,0.068484258357676,0.4762979683972912,0.0505494094782478,00-0032104,Ameer Abdullah,2022,LV
15,89.0,0,6.0,19,24,131.0,88.0,4.0,0.8241655048346366,1.3309713234195195,41.0,0.046875,0.0577427821522309,0.0796101250631632,0.0378393991912189,0.255859375,0.034820124333322,00-0032104,Ameer Abdullah,2023,LV
1,3.0,0,0.0,1,2,14.0,15.0,1.0,0.0803030303030303,0.1451899802983394,2.7,0.0229885057471264,0.0704225352112676,0.0411573712547778,0.0257826887661141,0.160919540229885,0.0149237231925713,00-0032130,Jalston Fowler,2016,TEN
2,4.0,1,1.0,0,1,0.0,0.0,0.0,0.032258064516129,0.0753101736972704,6.4,0.0097087378640776,0.0,0.0225631067961165,0.0,0.0,0.0263808738664468,00-0032130,Jalston Fowler,2017,SEA
254,997.0,10,61.0,41,57,419.0,411.0,21.0,1.611724624884208,2.471067172657255,250.6,0.1223175965665236,0.2526121696373694,0.1895080610975863,0.1167456115909724,0.8991416309012875,0.2104361553835043,00-0032144,Melvin Gordon,2016,SD
284,1105.0,8,58.0,58,83,476.0,495.0,22.0,2.315619722568635,3.44891262711118,288.1,0.1423670668953688,0.2302325581395349,0.2100359559915887,0.1045923972753241,0.8164665523156089,0.1948412054320186,00-0032144,Melvin Gordon,2017,LAC
175,885.0,10,47.0,50,66,490.0,537.0,21.0,2.057072562353685,3.019092287609444,275.5,0.1723237597911227,0.3276388041488712,0.2524992451288609,0.1541850220264317,1.279373368146214,0.2377828796326664,00-0032144,Melvin Gordon,2018,LAC
162,612.0,8,39.0,42,55,296.0,321.0,11.0,1.5363825478335815,2.1444969381298917,180.8,0.1222222222222222,0.2003745318352059,0.1728855721393034,0.0873929731325657,0.6577777777777778,0.1711991515794258,00-0032144,Melvin Gordon,2019,LAC
215,986.0,9,46.0,32,44,158.0,162.0,7.0,1.2540604984683932,1.8729633213369616,198.4,0.0827067669172932,0.1029879211697393,0.1256135484341922,0.0453501722158438,0.2969924812030075,0.163015792154865,00-0032144,Melvin Gordon,2020,DEN
203,918.0,8,48.0,28,38,213.0,186.0,9.0,1.265495054542369,1.9265107007837976,195.1,0.0758483033932135,0.1183206106870229,0.1160138746555453,0.0591831064184495,0.4251497005988024,0.1518335201095753,00-0032144,Melvin Gordon,2021,DEN
90,318.0,2,15.0,25,32,223.0,206.0,11.0,0.9660947670928416,1.4951363474934525,87.1,0.0922190201729106,0.1640127388535031,0.1441146937813785,0.0909461663947797,0.6426512968299711,0.1182010639452827,00-0032144,Melvin Gordon,2022,KC
26,81.0,1,4.0,3,3,46.0,28.0,3.0,0.1222222222222222,0.2797281323877068,19.7,0.03,0.0723514211886304,0.0645121951219512,0.0526315789473684,0.46,0.0538751845977137,00-0032144,Melvin Gordon,2023,BAL
